customer_id,customer_name,email,registration_date,customer_type
cust_118,Customer 118,user118@example.com,2025-12-31,REGULAR
cust_119,Customer 119,user119@example.com,2025-07-02,REGULAR
cust_120,Customer 120,user120@example.com,2025-07-02,VIP
cust_121,Customer 121,user121@example.com,2025-04-07,VIP
cust_122,Customer 122,user122@example.com,2025-07-26,VIP
cust_123,Customer 123,user123@example.com,2025-01-03,PREMIUM
cust_124,Customer 124,user124@example.com,2025-06-04,VIP
cust_125,Customer 125,user125@example.com,2025-01-21,VIP
cust_126,Customer 126,user126@example.com,2025-07-12,REGULAR
cust_127,Customer 127,user127@example.com,2025-11-25,REGULAR
cust_128,Customer 128,user128@example.com,2025-12-02,REGULAR
cust_129,Customer 129,user129@example.com,2025-02-03,PREMIUM
cust_130,Customer 130,user130@example.com,2025-02-15,REGULAR
cust_131,Customer 131,user131@example.com,2025-07-01,REGULAR
cust_132,Customer 132,user132@example.com,2025-09-09,REGULAR
cust_133,Customer 133,user133@example.com,2025-06-24,VIP
cust_134,Customer 134,user134@example.com,2025-09-27,REGULAR
cust_135,Customer 135,user135@example.com,2025-12-06,REGULAR
cust_136,Customer 136,user136@example.com,2025-04-08,REGULAR
cust_137,Customer 137,user137@example.com,2025-02-24,PREMIUM
cust_138,Customer 138,user138@example.com,2025-08-17,PREMIUM
cust_139,Customer 139,user139@example.com,2025-11-05,VIP
cust_140,Customer 140,user140@example.com,2025-02-26,VIP
cust_141,Customer 141,user141@example.com,2025-06-25,PREMIUM
cust_142,Customer 142,user142@example.com,2025-07-24,REGULAR
cust_143,Customer 143,user143@example.com,2025-06-10,REGULAR
cust_144,Customer 144,user144@example.com,2025-11-18,REGULAR
cust_145,Customer 145,user145@example.com,2025-04-20,REGULAR
cust_146,Customer 146,user146@example.com,2025-07-28,PREMIUM
cust_147,Customer 147,user147example.com,2025-07-29,PREMIUM
cust_148,Customer 148,user148@example.com,2025-02-27,PREMIUM
cust_149,Customer 149,user149@example.com,2025-01-21,PREMIUM
cust_150,Customer 150,user150@example.com,2025-08-10,PREMIUM
cust_151,Customer 151,user151@example.com,2025-10-09,REGULAR
cust_152,Customer 152,user152example.com,2025-12-12,REGULAR
cust_153,Customer 153,user153@example.com,2025-04-21,PREMIUM
cust_154,Customer 154,user154@example.com,2025-02-11,VIP
cust_155,Customer 155,user155@example.com,2025-04-20,PREMIUM
cust_156,Customer 156,user156@example.com,2025-11-28,REGULAR
cust_157,Customer 157,user157@example.com,2025-11-08,PREMIUM
cust_158,Customer 158,user158@example.com,2025-09-24,VIP
cust_159,Customer 159,user159@example.com,2025-10-01,PREMIUM
cust_160,Customer 160,user160@example.com,2025-11-30,REGULAR
cust_161,Customer 161,user161example.com,2025-10-01,REGULAR
cust_162,Customer 162,user162@example.com,2025-08-15,VIP
cust_163,Customer 163,user163@example.com,2025-09-17,REGULAR
cust_164,Customer 164,user164@example.com,2025-06-29,REGULAR
cust_165,Customer 165,user165@example.com,2025-01-26,VIP
cust_166,Customer 166,user166@example.com,2025-01-22,PREMIUM
cust_167,Customer 167,user167@example.com,2025-06-21,REGULAR
cust_168,Customer 168,user168@example.com,2025-12-19,PREMIUM
cust_169,Customer 169,user169@example.com,2026-01-01,PREMIUM
cust_170,Customer 170,user170@example.com,2025-06-11,VIP
cust_171,Customer 171,user171@example.com,2025-09-05,REGULAR
cust_172,Customer 172,user172@example.com,2025-10-20,VIP
cust_173,Customer 173,user173@example.com,2025-05-16,PREMIUM
cust_174,Customer 174,user174@example.com,2025-09-05,VIP
cust_175,Customer 175,user175@example.com,2025-10-20,REGULAR
cust_176,Customer 176,user176@example.com,2025-05-15,PREMIUM
cust_177,Customer 177,user177@example.com,2025-07-25,REGULAR
cust_178,Customer 178,user178@example.com,2025-09-07,REGULAR
cust_179,Customer 179,user179@example.com,2025-09-17,REGULAR
cust_180,Customer 180,user180@example.com,2025-01-05,VIP
cust_181,Customer 181,user181@example.com,2025-12-01,VIP
cust_182,Customer 182,user182@example.com,2025-04-29,VIP
cust_183,Customer 183,user183@example.com,2025-05-22,REGULAR
cust_184,Customer 184,user184@example.com,2025-01-08,REGULAR
cust_185,Customer 185,user185@example.com,2025-07-29,VIP
cust_186,Customer 186,user186@example.com,2025-10-10,VIP
cust_187,Customer 187,user187@example.com,2025-09-20,PREMIUM
cust_188,Customer 188,user188@example.com,2025-09-11,PREMIUM
cust_189,Customer 189,user189@example.com,2025-10-13,VIP
cust_190,Customer 190,user190@example.com,2025-09-19,PREMIUM
cust_191,Customer 191,user191@example.com,2025-03-07,PREMIUM
cust_192,Customer 192,user192@example.com,2025-11-19,REGULAR
cust_193,Customer 193,user193@example.com,2025-12-26,PREMIUM
cust_194,Customer 194,user194@example.com,2025-05-12,VIP
cust_195,Customer 195,user195@example.com,2025-12-12,PREMIUM
cust_196,Customer 196,user196@example.com,2025-12-11,PREMIUM
cust_197,Customer 197,user197@example.com,2025-10-27,PREMIUM
cust_198,Customer 198,user198@example.com,2025-09-06,VIP
cust_199,Customer 199,user199@example.com,2025-01-26,VIP
cust_200,Customer 200,user200@example.com,2025-08-19,VIP
cust_201,Customer 201,user201@example.com,2025-01-02,PREMIUM
cust_202,Customer 202,user202@example.com,2025-07-12,REGULAR
cust_203,Customer 203,user203@example.com,2025-02-27,PREMIUM
cust_204,Customer 204,user204@example.com,2025-11-20,PREMIUM
cust_205,Customer 205,user205@example.com,2025-11-06,VIP
cust_206,Customer 206,user206@example.com,2025-11-20,VIP
cust_207,Customer 207,user207@example.com,2025-01-19,VIP
cust_208,Customer 208,user208@example.com,2025-09-18,PREMIUM
cust_209,Customer 209,user209@example.com,2025-04-10,VIP
cust_210,Customer 210,user210@example.com,2025-03-28,PREMIUM
cust_211,Customer 211,user211@example.com,2025-07-28,VIP
cust_212,Customer 212,user212@example.com,2025-08-26,VIP
cust_213,Customer 213,user213@example.com,2025-04-03,PREMIUM
cust_214,Customer 214,user214@example.com,2025-04-26,VIP
cust_215,Customer 215,user215@example.com,2025-05-25,PREMIUM
cust_216,Customer 216,user216@example.com,2025-01-02,PREMIUM
cust_217,Customer 217,user217@example.com,2025-07-28,REGULAR
cust_218,Customer 218,user218@example.com,2025-11-09,VIP
cust_219,Customer 219,user219@example.com,2025-11-19,REGULAR
cust_220,Customer 220,user220@example.com,2025-01-28,PREMIUM
cust_221,Customer 221,user221@example.com,2025-05-24,VIP
cust_222,Customer 222,user222@example.com,2025-12-16,REGULAR
cust_223,Customer 223,user223@example.com,2025-04-26,REGULAR
cust_224,Customer 224,user224@example.com,2025-03-24,VIP
cust_225,Customer 225,user225@example.com,2025-07-29,REGULAR
cust_226,Customer 226,user226@example.com,2025-05-02,PREMIUM
cust_227,Customer 227,user227@example.com,2025-09-20,REGULAR
cust_228,Customer 228,user228@example.com,2025-11-30,VIP
cust_229,Customer 229,user229@example.com,2025-02-06,VIP
cust_230,Customer 230,user230@example.com,2025-09-14,PREMIUM
cust_231,Customer 231,user231@example.com,2025-03-27,VIP
cust_232,Customer 232,user232@example.com,2025-06-15,PREMIUM
cust_233,Customer 233,user233@example.com,2025-08-21,PREMIUM
cust_234,Customer 234,user234@example.com,2025-06-02,VIP
cust_235,Customer 235,user235@example.com,2025-07-13,VIP
cust_236,Customer 236,user236@example.com,2025-07-02,PREMIUM
cust_237,Customer 237,user237@example.com,2025-08-17,PREMIUM
cust_238,Customer 238,user238@example.com,2025-05-30,REGULAR
cust_239,Customer 239,user239@example.com,2025-09-14,VIP
cust_240,Customer 240,user240@example.com,2025-09-27,REGULAR
cust_241,Customer 241,user241@example.com,2025-09-01,REGULAR
cust_242,Customer 242,user242@example.com,2025-09-27,REGULAR
cust_243,Customer 243,user243@example.com,2025-06-26,REGULAR
cust_244,Customer 244,user244@example.com,2025-11-20,REGULAR
cust_245,Customer 245,user245@example.com,2025-09-25,PREMIUM
cust_246,Customer 246,user246@example.com,2025-12-27,PREMIUM
cust_247,Customer 247,user247@example.com,2025-07-03,PREMIUM
cust_248,Customer 248,user248@example.com,2025-06-08,PREMIUM
cust_249,Customer 249,user249@example.com,2025-09-05,REGULAR
cust_250,Customer 250,user250@example.com,2025-04-26,VIP
cust_251,Customer 251,user251@example.com,2025-07-07,VIP
cust_252,Customer 252,user252@example.com,2025-12-08,VIP
cust_253,Customer 253,user253@example.com,2025-04-23,PREMIUM
cust_254,Customer 254,user254@example.com,2025-12-31,PREMIUM
cust_255,Customer 255,user255@example.com,2025-03-27,VIP
cust_256,Customer 256,user256@example.com,2025-11-19,VIP
cust_257,Customer 257,user257@example.com,2025-11-12,REGULAR
cust_258,Customer 258,user258@example.com,2025-02-16,PREMIUM
cust_259,Customer 259,user259@example.com,2025-02-14,PREMIUM
cust_260,Customer 260,user260@example.com,2025-06-26,REGULAR
cust_261,Customer 261,user261@example.com,2025-04-18,REGULAR
cust_262,Customer 262,user262@example.com,2025-07-12,PREMIUM
cust_263,Customer 263,user263@example.com,2025-10-03,VIP
cust_264,Customer 264,user264@example.com,2025-03-06,REGULAR
cust_265,Customer 265,user265@example.com,2025-10-06,PREMIUM
cust_266,Customer 266,user266@example.com,2025-08-10,VIP
cust_267,Customer 267,user267@example.com,2025-05-25,REGULAR
cust_268,Customer 268,user268@example.com,2025-12-10,PREMIUM
cust_269,Customer 269,user269@example.com,2025-06-09,PREMIUM
cust_270,Customer 270,user270@example.com,2025-01-24,PREMIUM
cust_271,Customer 271,user271example.com,2025-06-05,REGULAR
cust_272,Customer 272,user272@example.com,2025-07-01,REGULAR
cust_273,Customer 273,user273@example.com,2025-07-24,VIP
cust_274,Customer 274,user274@example.com,2025-09-21,VIP
cust_275,Customer 275,user275@example.com,2025-09-24,PREMIUM
cust_276,Customer 276,user276@example.com,2025-07-28,REGULAR
cust_277,Customer 277,user277@example.com,2025-04-17,REGULAR
cust_278,Customer 278,user278@example.com,2025-10-12,PREMIUM
cust_279,Customer 279,user279@example.com,2025-08-15,PREMIUM
cust_280,Customer 280,user280@example.com,2025-01-23,REGULAR
cust_281,Customer 281,user281@example.com,2025-09-20,PREMIUM
cust_282,Customer 282,user282@example.com,2025-11-17,VIP
cust_283,Customer 283,user283@example.com,2025-03-05,VIP
cust_284,Customer 284,user284@example.com,2025-05-18,VIP
cust_285,Customer 285,user285@example.com,2025-08-02,REGULAR
cust_286,Customer 286,user286@example.com,2025-05-02,VIP
cust_287,Customer 287,user287@example.com,2025-10-26,PREMIUM
cust_288,Customer 288,user288@example.com,2025-01-23,REGULAR
cust_289,Customer 289,user289@example.com,2025-04-28,REGULAR
cust_290,Customer 290,user290@example.com,2025-02-28,VIP
cust_291,Customer 291,user291@example.com,2025-06-24,PREMIUM
cust_292,Customer 292,user292@example.com,2025-11-29,REGULAR
cust_293,Customer 293,user293@example.com,2025-07-31,REGULAR
cust_294,Customer 294,user294@example.com,2025-04-14,VIP
cust_295,Customer 295,user295@example.com,2025-09-04,VIP
cust_296,Customer 296,user296@example.com,2025-06-28,REGULAR
cust_297,Customer 297,user297@example.com,2025-09-04,REGULAR
cust_298,Customer 298,user298@example.com,2025-11-21,VIP
cust_299,Customer 299,user299@example.com,2025-02-28,VIP
cust_300,Customer 300,user300@example.com,2025-04-25,REGULAR
cust_301,Customer 301,user301@example.com,2025-01-24,REGULAR
cust_302,Customer 302,user302@example.com,2025-04-13,VIP
cust_303,Customer 303,user303@example.com,2025-05-15,REGULAR
cust_304,Customer 304,user304@example.com,2025-07-31,PREMIUM
cust_305,Customer 305,user305@example.com,2025-12-20,REGULAR
cust_306,Customer 306,user306@example.com,2025-04-10,VIP
cust_307,Customer 307,user307@example.com,2025-12-25,PREMIUM
cust_308,Customer 308,user308@example.com,2025-10-15,PREMIUM
cust_309,Customer 309,user309@example.com,2025-05-17,VIP
cust_310,Customer 310,user310@example.com,2025-04-24,PREMIUM
cust_311,Customer 311,user311@example.com,2025-06-03,PREMIUM
cust_312,Customer 312,user312@example.com,2025-12-03,REGULAR
cust_313,Customer 313,user313@example.com,2025-12-15,REGULAR
cust_314,Customer 314,user314@example.com,2025-09-11,VIP
cust_315,Customer 315,user315@example.com,2025-08-24,PREMIUM
cust_316,Customer 316,user316@example.com,2025-03-29,REGULAR
cust_317,Customer 317,user317@example.com,2025-05-06,REGULAR
cust_318,Customer 318,user318@example.com,2025-04-10,PREMIUM
cust_319,Customer 319,user319@example.com,2025-09-07,REGULAR
cust_320,Customer 320,user320@example.com,2025-01-03,VIP
cust_321,Customer 321,user321@example.com,2025-12-19,VIP
cust_322,Customer 322,user322@example.com,2025-12-29,VIP
cust_323,Customer 323,user323@example.com,2025-03-14,PREMIUM
cust_324,Customer 324,user324@example.com,2025-10-30,PREMIUM
cust_325,Customer 325,user325@example.com,2025-03-27,VIP
cust_326,Customer 326,user326@example.com,2026-01-01,PREMIUM
cust_327,Customer 327,user327@example.com,2025-12-12,REGULAR
cust_328,Customer 328,user328@example.com,2025-05-14,REGULAR
cust_329,Customer 329,user329@example.com,2025-05-16,VIP
cust_330,Customer 330,user330@example.com,2025-12-12,REGULAR
cust_331,Customer 331,user331@example.com,2025-10-25,VIP
cust_332,Customer 332,user332@example.com,2025-11-20,REGULAR
cust_333,Customer 333,user333@example.com,2025-04-18,REGULAR
cust_334,Customer 334,user334@example.com,2025-08-18,PREMIUM
cust_335,Customer 335,user335@example.com,2025-08-26,VIP
cust_336,Customer 336,user336@example.com,2025-05-09,PREMIUM
cust_337,Customer 337,user337@example.com,2025-07-08,PREMIUM
cust_338,Customer 338,user338@example.com,2025-11-27,PREMIUM
cust_339,Customer 339,user339@example.com,2025-01-02,VIP
cust_340,Customer 340,user340@example.com,2025-04-05,PREMIUM
cust_341,Customer 341,user341@example.com,2025-05-16,VIP
cust_342,Customer 342,user342@example.com,2025-10-10,PREMIUM
cust_343,Customer 343,user343@example.com,2025-07-01,PREMIUM
cust_344,Customer 344,user344@example.com,2025-12-09,REGULAR
cust_345,Customer 345,user345@example.com,2025-01-14,REGULAR
cust_346,Customer 346,user346@example.com,2025-04-17,REGULAR
cust_347,Customer 347,user347@example.com,2025-04-27,VIP
cust_348,Customer 348,user348@example.com,2025-01-11,REGULAR
cust_349,Customer 349,user349@example.com,2025-11-10,VIP
cust_350,Customer 350,user350example.com,2025-04-02,PREMIUM
cust_351,Customer 351,user351@example.com,2025-01-16,PREMIUM
cust_352,Customer 352,user352@example.com,2025-03-04,VIP
cust_353,Customer 353,user353@example.com,2025-11-08,PREMIUM
cust_354,Customer 354,user354@example.com,2025-10-04,PREMIUM
cust_355,Customer 355,user355@example.com,2025-12-23,VIP
cust_356,Customer 356,user356@example.com,2025-12-27,VIP
cust_357,Customer 357,user357@example.com,2025-06-13,PREMIUM
cust_358,Customer 358,user358@example.com,2025-05-30,REGULAR
cust_359,Customer 359,user359@example.com,2025-02-17,VIP
cust_360,Customer 360,user360@example.com,2025-02-27,PREMIUM
cust_361,Customer 361,user361@example.com,2025-02-16,VIP
cust_362,Customer 362,user362@example.com,2025-08-19,PREMIUM
cust_363,Customer 363,user363@example.com,2025-09-22,REGULAR
cust_364,Customer 364,user364@example.com,2025-03-19,PREMIUM
cust_365,Customer 365,user365@example.com,2025-07-21,REGULAR
cust_366,Customer 366,user366@example.com,2025-05-17,VIP
cust_367,Customer 367,user367@example.com,2025-03-24,PREMIUM
cust_368,Customer 368,user368@example.com,2025-03-24,PREMIUM
cust_369,Customer 369,user369@example.com,2025-12-09,VIP
cust_370,Customer 370,user370@example.com,2025-08-07,REGULAR
cust_371,Customer 371,user371@example.com,2025-08-27,PREMIUM
cust_372,Customer 372,user372@example.com,2025-10-31,PREMIUM
cust_373,Customer 373,user373@example.com,2025-10-06,REGULAR
cust_374,Customer 374,user374@example.com,2025-09-28,PREMIUM
cust_375,Customer 375,user375@example.com,2025-12-03,REGULAR
cust_376,Customer 376,user376@example.com,2025-04-28,VIP
cust_377,Customer 377,user377@example.com,2025-06-12,VIP
cust_378,Customer 378,user378@example.com,2025-11-30,PREMIUM
cust_379,Customer 379,user379@example.com,2025-09-27,VIP
cust_380,Customer 380,user380@example.com,2025-11-02,VIP
cust_381,Customer 381,user381@example.com,2025-07-29,REGULAR
cust_382,Customer 382,user382@example.com,2025-03-06,REGULAR
cust_383,Customer 383,user383@example.com,2025-01-13,PREMIUM
cust_384,Customer 384,user384@example.com,2025-07-14,PREMIUM
cust_385,Customer 385,user385@example.com,2025-08-11,PREMIUM
cust_386,Customer 386,user386@example.com,2025-07-12,VIP
cust_387,Customer 387,user387@example.com,2025-07-10,PREMIUM
cust_388,Customer 388,user388@example.com,2025-02-08,PREMIUM
cust_389,Customer 389,user389@example.com,2025-05-05,REGULAR
cust_390,Customer 390,user390@example.com,2025-09-24,VIP
cust_391,Customer 391,user391@example.com,2025-12-06,VIP
cust_392,Customer 392,user392@example.com,2025-06-24,REGULAR
cust_393,Customer 393,user393@example.com,2025-09-27,VIP
cust_394,Customer 394,user394@example.com,2025-12-16,VIP
cust_395,Customer 395,user395@example.com,2025-10-28,REGULAR
cust_396,Customer 396,user396@example.com,2025-10-03,PREMIUM
cust_397,Customer 397,user397@example.com,2025-12-09,REGULAR
cust_398,Customer 398,user398@example.com,2025-10-03,VIP
cust_399,Customer 399,user399@example.com,2025-07-26,REGULAR
cust_400,Customer 400,user400@example.com,2025-05-22,VIP
cust_401,Customer 401,user401@example.com,2025-07-01,PREMIUM
cust_402,Customer 402,user402@example.com,2025-02-04,PREMIUM
cust_403,Customer 403,user403@example.com,2025-04-20,PREMIUM
cust_404,Customer 404,user404@example.com,2025-06-10,REGULAR
cust_405,Customer 405,user405@example.com,2025-06-02,PREMIUM
cust_406,Customer 406,user406@example.com,2025-06-12,VIP
cust_407,Customer 407,user407@example.com,2025-02-01,REGULAR
cust_408,Customer 408,user408@example.com,2025-02-17,PREMIUM
cust_409,Customer 409,user409@example.com,2025-05-16,REGULAR
cust_410,Customer 410,user410@example.com,2025-08-30,VIP
cust_411,Customer 411,user411@example.com,2025-11-01,PREMIUM
cust_412,Customer 412,user412@example.com,2025-08-21,VIP
cust_413,Customer 413,user413@example.com,2025-06-27,VIP
cust_414,Customer 414,user414@example.com,2025-07-22,REGULAR
cust_415,Customer 415,user415@example.com,2025-06-09,REGULAR
cust_416,Customer 416,user416@example.com,2025-04-27,REGULAR
cust_417,Customer 417,user417@example.com,2025-02-06,PREMIUM
cust_418,Customer 418,user418@example.com,2025-01-26,VIP
cust_419,Customer 419,user419@example.com,2025-01-12,REGULAR
cust_420,Customer 420,user420@example.com,2025-04-26,REGULAR
cust_421,Customer 421,user421@example.com,2025-03-25,REGULAR
cust_422,Customer 422,user422@example.com,2025-09-06,REGULAR
cust_423,Customer 423,user423@example.com,2025-10-25,PREMIUM
cust_424,Customer 424,user424@example.com,2025-11-20,VIP
cust_425,Customer 425,user425@example.com,2025-09-08,REGULAR
cust_426,Customer 426,user426@example.com,2025-01-29,REGULAR
cust_427,Customer 427,user427@example.com,2025-10-05,PREMIUM
cust_428,Customer 428,user428@example.com,2025-11-04,PREMIUM
cust_429,Customer 429,user429@example.com,2025-12-07,REGULAR
cust_430,Customer 430,user430@example.com,2025-09-15,PREMIUM
cust_431,Customer 431,user431@example.com,2025-10-10,REGULAR
cust_432,Customer 432,user432example.com,2025-02-23,PREMIUM
cust_433,Customer 433,user433@example.com,2025-01-09,VIP
cust_434,Customer 434,user434@example.com,2025-04-17,PREMIUM
cust_435,Customer 435,user435@example.com,2025-12-26,PREMIUM
cust_436,Customer 436,user436@example.com,2025-01-03,PREMIUM
cust_437,Customer 437,user437@example.com,2025-02-15,VIP
cust_438,Customer 438,user438@example.com,2025-08-16,VIP
cust_439,Customer 439,user439@example.com,2025-05-17,VIP
cust_440,Customer 440,user440@example.com,2025-10-08,REGULAR
cust_441,Customer 441,user441@example.com,2025-05-05,PREMIUM
cust_442,Customer 442,user442@example.com,2025-01-29,VIP
cust_443,Customer 443,user443@example.com,2025-07-15,REGULAR
cust_444,Customer 444,user444@example.com,2025-06-30,VIP
cust_445,Customer 445,user445@example.com,2025-01-15,REGULAR
cust_446,Customer 446,user446@example.com,2025-04-10,PREMIUM
cust_447,Customer 447,user447@example.com,2025-10-27,VIP
cust_448,Customer 448,user448@example.com,2025-04-23,PREMIUM
cust_449,Customer 449,user449@example.com,2025-06-09,REGULAR
cust_450,Customer 450,user450@example.com,2025-03-24,REGULAR
cust_451,Customer 451,user451@example.com,2025-08-25,REGULAR
cust_452,Customer 452,user452@example.com,2025-08-23,PREMIUM
cust_453,Customer 453,user453@example.com,2025-08-12,REGULAR
cust_454,Customer 454,user454@example.com,2025-01-28,REGULAR
cust_455,Customer 455,user455@example.com,2025-09-10,VIP
